"","y.act","y.pred","y.prob.no","y.prob.yes"
"406","no","no",1,0
"407","no","no",1,0
"408","no","no",1,0
"409","yes","no",1,0
"410","no","no",1,0
"411","no","no",1,0
"412","no","no",1,0
"413","no","no",1,0
"414","no","no",1,0
"415","no","no",1,0
"416","no","no",1,0
"417","no","no",1,0
"418","no","no",1,0
"419","no","no",1,0
"420","no","no",1,0
"421","no","no",1,0
"422","no","no",1,0
"423","no","no",1,0
"424","no","no",1,0
"425","no","no",1,0
"426","no","no",1,0
"427","no","no",1,0
"428","no","no",1,0
"429","no","no",1,0
"430","no","no",1,0
"431","no","no",1,0
"432","no","no",1,0
"433","no","no",1,0
"434","no","no",1,0
"435","no","no",1,0
"436","no","no",1,0
"437","no","no",1,0
"438","no","no",1,0
"439","no","no",1,0
"440","no","no",1,0
"441","yes","no",1,0
"442","no","no",1,0
"443","no","no",1,0
"444","no","no",1,0
"445","no","no",1,0
"446","no","no",1,0
"447","no","no",1,0
"448","no","no",1,0
"449","no","no",1,0
"450","no","no",1,0
"451","no","no",1,0
"452","no","no",1,0
"453","no","no",1,0
"454","no","no",1,0
"455","no","no",1,0
"456","no","no",1,0
"457","no","no",1,0
"458","no","no",1,0
"459","no","no",1,0
"460","no","no",1,0
"461","no","no",1,0
"462","no","no",1,0
"463","no","no",1,0
"464","no","no",1,0
"465","no","no",1,0
"466","no","no",1,0
"467","no","no",1,0
"468","no","no",1,0
"469","no","no",1,0
"470","no","no",1,0
"471","no","no",1,0
"472","no","no",1,0
"473","no","no",1,0
"474","no","no",1,0
"475","no","no",1,0
"476","no","no",1,0
"477","yes","no",1,0
"478","no","no",1,0
"479","no","no",1,0
"480","no","no",1,0
"481","no","no",1,0
"482","no","no",1,0
"483","no","no",1,0
"484","no","no",1,0
"485","no","no",1,0
"486","no","no",1,0
"487","no","no",1,0
"488","no","no",1,0
"489","no","no",1,0
"490","no","no",1,0
"491","no","no",1,0
"492","no","no",1,0
"493","no","no",1,0
"494","no","no",1,0
"495","yes","no",1,0
"496","no","no",1,0
"497","no","no",1,0
"498","no","no",1,0
"499","no","no",1,0
"500","no","no",1,0
"501","no","no",1,0
"502","no","no",1,0
"503","no","no",1,0
"504","no","no",1,0
"505","no","no",1,0
"506","no","no",1,0
"507","no","no",1,0
"508","no","no",1,0
"509","no","no",1,0
"510","no","no",1,0
"511","no","no",1,0
"512","no","no",1,0
"513","no","no",1,0
"514","no","no",1,0
"515","no","no",1,0
"516","no","no",1,0
"517","yes","no",1,0
"518","no","no",1,0
"519","no","no",1,0
"520","no","no",1,0
"521","no","no",1,0
"522","no","no",1,0
"523","no","no",1,0
"524","no","no",1,0
"525","no","no",1,0
"526","no","no",1,0
"527","no","no",1,0
"528","no","no",1,0
"529","no","no",1,0
"530","no","no",1,0
"531","no","no",1,0
"532","no","no",1,0
"533","no","no",1,0
"534","no","no",1,0
"535","no","no",1,0
"536","no","no",1,0
"537","no","no",1,0
"538","no","no",1,0
"539","no","no",1,0
"540","no","no",1,0
"541","no","no",1,0
"542","no","no",1,0
"543","no","no",1,0
"544","no","no",1,0
"545","no","no",1,0
"546","no","no",1,0
"547","no","no",1,0
"548","no","no",1,0
"549","no","no",1,0
"550","no","no",1,0
"551","no","no",1,0
"552","no","no",1,0
"553","no","no",1,0
"554","no","no",1,0
"555","no","no",1,0
"556","no","no",1,0
"557","no","no",1,0
"558","no","no",1,0
"559","no","no",1,0
"560","no","no",1,0
"561","no","no",1,0
"562","no","no",1,0
"563","no","no",1,0
"564","no","no",1,0
"565","no","no",1,0
"566","no","no",1,0
"567","no","no",1,0
"568","no","no",1,0
"569","no","no",1,0
"570","no","no",1,0
"571","no","no",1,0
"572","no","no",1,0
"573","no","no",1,0
"574","no","no",1,0
"575","no","no",1,0
"576","no","no",1,0
"577","no","no",1,0
"578","no","no",1,0
"579","no","no",1,0
"580","no","no",1,0
"581","no","no",1,0
"582","no","no",1,0
"583","no","no",1,0
"584","no","no",1,0
"585","no","no",1,0
"586","no","no",1,0
"587","no","no",1,0
"588","no","no",1,0
"589","no","no",1,0
"590","no","no",1,0
"591","no","no",1,0
"592","no","no",1,0
"593","no","no",1,0
"594","no","no",1,0
"595","no","no",1,0
"596","no","no",1,0
"597","no","no",1,0
"598","no","no",1,0
"599","no","no",1,0
"600","no","no",1,0
"601","no","no",1,0
"602","yes","no",1,0
"603","no","no",1,0
"604","no","no",1,0
"605","no","no",1,0
"606","no","no",1,0
"607","no","no",1,0
"608","no","no",1,0
"609","no","no",1,0
"610","no","no",1,0
"611","no","no",1,0
"612","no","no",1,0
"613","no","no",1,0
"614","no","no",1,0
"615","no","no",1,0
"616","no","no",1,0
"617","no","no",1,0
"618","no","no",1,0
"619","no","no",1,0
"620","no","no",1,0
"621","no","no",1,0
"622","no","no",1,0
"623","no","no",1,0
"624","no","no",1,0
"625","no","no",1,0
"626","no","no",1,0
"627","no","no",1,0
"628","no","no",1,0
"629","no","no",1,0
"630","no","no",1,0
"631","no","no",1,0
"632","no","no",1,0
"633","no","no",1,0
"634","no","no",1,0
"635","no","no",1,0
"636","no","no",1,0
"637","no","no",1,0
"638","no","no",1,0
"639","no","no",1,0
"640","no","no",1,0
"641","no","no",1,0
"642","no","no",1,0
"643","no","no",1,0
"644","no","no",1,0
"645","no","no",1,0
"646","no","no",1,0
"647","no","no",1,0
"648","no","no",1,0
"649","no","no",1,0
"650","no","no",1,0
"651","no","no",1,0
"652","no","no",1,0
"653","no","no",1,0
"654","no","no",1,0
"655","no","no",1,0
"656","no","no",1,0
"657","no","no",1,0
"658","no","no",1,0
"659","no","no",1,0
"660","no","no",1,0
"661","no","no",1,0
"662","no","no",1,0
"663","no","no",1,0
"664","no","no",1,0
"665","no","no",1,0
"666","no","no",1,0
"667","yes","no",1,0
"668","no","no",1,0
"669","no","no",1,0
"670","no","no",1,0
"671","no","no",1,0
"672","yes","no",1,0
"673","no","no",1,0
"674","no","no",1,0
"675","no","no",1,0
"676","no","no",1,0
"677","no","no",1,0
"678","no","no",1,0
"679","no","no",1,0
"680","no","no",1,0
"681","no","no",1,0
"682","no","no",1,0
"683","no","no",1,0
"684","no","no",1,0
"685","no","no",1,0
"686","no","no",1,0
"687","no","no",1,0
"688","no","no",1,0
"689","no","no",1,0
"690","no","no",1,0
"691","no","no",1,0
"692","no","no",1,0
"693","no","no",1,0
"694","no","no",1,0
"695","no","no",1,0
"696","no","no",1,0
"697","no","no",1,0
"698","no","no",1,0
"699","yes","no",1,0
"700","no","no",1,0
"701","no","no",1,0
"702","yes","no",1,0
"703","no","no",1,0
"704","no","no",1,0
"705","no","no",1,0
"706","no","no",1,0
"707","no","no",1,0
"708","no","no",1,0
"709","no","no",1,0
"710","yes","no",1,0
"711","no","no",1,0
"712","no","no",1,0
"713","no","no",1,0
"714","no","no",1,0
"715","no","no",1,0
"716","no","no",1,0
"717","no","no",1,0
"718","no","no",1,0
"719","yes","no",1,0
"720","no","no",1,0
"721","no","no",1,0
"722","no","no",1,0
"723","no","no",1,0
"724","no","no",1,0
"725","no","no",1,0
"726","no","no",1,0
"727","no","no",1,0
"728","no","no",1,0
"729","no","no",1,0
"730","no","no",1,0
"731","no","no",1,0
"732","no","no",1,0
"733","no","no",1,0
"734","no","no",1,0
"735","no","no",1,0
"736","no","no",1,0
"737","no","no",1,0
"738","no","no",1,0
"739","no","no",1,0
"740","no","no",1,0
"741","no","no",1,0
"742","no","no",1,0
"743","no","no",1,0
"744","no","no",1,0
"745","no","no",1,0
"746","no","no",1,0
"747","no","no",1,0
"748","no","no",1,0
"749","no","no",1,0
"750","no","no",1,0
"751","no","no",1,0
"752","no","no",1,0
"753","no","no",1,0
"754","no","no",1,0
"755","no","no",1,0
"756","no","no",1,0
"757","no","no",1,0
"758","no","no",1,0
"759","no","no",1,0
"760","no","no",1,0
"761","no","no",1,0
"762","no","no",1,0
"763","no","no",1,0
"764","no","no",1,0
"765","no","no",1,0
"766","no","no",1,0
"767","no","no",1,0
"768","no","no",1,0
"769","no","no",1,0
"770","no","no",1,0
"771","no","no",1,0
"772","no","no",1,0
"773","no","no",1,0
"774","no","no",1,0
"775","no","no",1,0
"776","no","no",1,0
"777","no","no",1,0
"778","yes","no",1,0
"779","no","no",1,0
"780","no","no",1,0
"781","no","no",1,0
"782","no","no",1,0
"783","no","no",1,0
"784","no","no",1,0
"785","no","no",1,0
"786","no","no",1,0
"787","no","no",1,0
"788","no","no",1,0
"789","no","no",1,0
"790","no","no",1,0
"791","no","no",1,0
"792","no","no",1,0
"793","no","no",1,0
"794","no","no",1,0
"795","no","no",1,0
"796","no","no",1,0
"797","no","no",1,0
"798","no","no",1,0
"799","no","no",1,0
"800","no","no",1,0
"801","yes","no",1,0
"802","no","no",1,0
"803","no","no",1,0
"804","no","no",1,0
"805","no","no",1,0
"806","no","no",1,0
"807","no","no",1,0
"808","no","no",1,0
"809","no","no",1,0
"810","no","no",1,0
"811","no","no",1,0
"812","no","no",1,0
"813","no","no",1,0
"814","no","no",1,0
"815","no","no",1,0
"816","no","no",1,0
"817","no","no",1,0
"818","no","no",1,0
"819","no","no",1,0
"820","no","no",1,0
"821","no","no",1,0
"822","no","no",1,0
"823","no","no",1,0
"824","no","no",1,0
"825","yes","no",1,0
"826","no","no",1,0
"827","no","no",1,0
"828","no","no",1,0
"829","no","no",1,0
"830","no","no",1,0
"831","no","no",1,0
"832","no","no",1,0
"833","no","no",1,0
"834","no","no",1,0
"835","no","no",1,0
"836","no","no",1,0
"837","no","no",1,0
"838","no","no",1,0
"839","yes","no",1,0
"840","no","no",1,0
"841","no","no",1,0
"842","no","no",1,0
"843","no","no",1,0
"844","no","no",1,0
"845","no","no",1,0
"846","no","no",1,0
"847","no","no",1,0
"848","no","no",1,0
"849","no","no",1,0
"850","no","no",1,0
"851","no","no",1,0
"852","no","no",1,0
"853","no","no",1,0
"854","no","no",1,0
"855","no","no",1,0
"856","no","no",1,0
"857","no","no",1,0
"858","no","no",1,0
"859","no","no",1,0
"860","no","no",1,0
"861","no","no",1,0
"862","no","no",1,0
"863","no","no",1,0
"864","no","no",1,0
"865","no","no",1,0
"866","no","no",1,0
"867","no","no",1,0
"868","no","no",1,0
"869","no","no",1,0
"870","no","no",1,0
"871","no","no",1,0
"872","no","no",1,0
"873","no","no",1,0
"874","no","no",1,0
"875","no","no",1,0
"876","no","no",1,0
"877","no","no",1,0
"878","no","no",1,0
"879","no","no",1,0
"880","no","no",1,0
"881","no","no",1,0
"882","no","no",1,0
"883","no","no",1,0
"884","no","no",1,0
"885","no","no",1,0
"886","no","no",1,0
"887","no","no",1,0
"888","no","no",1,0
"889","no","no",1,0
"890","no","no",1,0
"891","no","no",1,0
"892","no","no",1,0
"893","no","no",1,0
"894","no","no",1,0
"895","no","no",1,0
"896","no","no",1,0
"897","no","no",1,0
"898","no","no",1,0
"899","no","no",1,0
"900","no","no",1,0
"901","no","no",1,0
"902","no","no",1,0
"903","no","no",1,0
"904","no","no",1,0
"905","no","no",1,0
"906","no","no",1,0
"907","no","no",1,0
"908","no","no",1,0
"909","no","no",1,0
"910","no","no",1,0
"911","no","no",1,0
"912","no","no",1,0
"913","no","no",1,0
"914","no","no",1,0
"915","no","no",1,0
"916","no","no",1,0
"917","no","no",1,0
"918","no","no",1,0
"919","no","no",1,0
"920","no","no",1,0
"921","no","no",1,0
"922","no","no",1,0
"923","yes","no",1,0
"924","no","no",1,0
"925","no","no",1,0
"926","no","no",1,0
"927","no","no",1,0
"928","no","no",1,0
"929","no","no",1,0
"930","no","no",1,0
"931","no","no",1,0
"932","no","no",1,0
"933","yes","no",1,0
"934","no","no",1,0
"935","no","no",1,0
"936","no","no",1,0
"937","no","no",1,0
"938","no","no",1,0
"939","no","no",1,0
"940","no","no",1,0
"941","no","no",1,0
"942","no","no",1,0
"943","no","no",1,0
"944","no","no",1,0
"945","no","no",1,0
"946","no","no",1,0
"947","no","no",1,0
"948","no","no",1,0
"949","yes","no",1,0
"950","no","no",1,0
"951","no","no",1,0
"952","no","no",1,0
"953","no","no",1,0
"954","no","no",1,0
"955","no","no",1,0
"956","no","no",1,0
"957","no","no",1,0
"958","no","no",1,0
"959","no","no",1,0
"960","no","no",1,0
"961","no","no",1,0
"962","no","no",1,0
"963","no","no",1,0
"964","no","no",1,0
"965","no","no",1,0
"966","yes","no",1,0
"967","no","no",1,0
"968","no","no",1,0
"969","no","no",1,0
"970","no","no",1,0
"971","no","no",1,0
"972","no","no",1,0
"973","no","no",1,0
"974","no","no",1,0
"975","no","no",1,0
"976","no","no",1,0
"977","no","no",1,0
"978","no","no",1,0
"979","no","no",1,0
"980","no","no",1,0
"981","no","no",1,0
"982","no","no",1,0
"983","no","no",1,0
"984","no","no",1,0
"985","no","no",1,0
"986","no","no",1,0
"987","no","no",1,0
"988","no","no",1,0
"989","no","no",1,0
"990","no","no",1,0
"991","no","no",1,0
"992","no","no",1,0
"993","no","no",1,0
"994","no","no",1,0
"995","no","no",1,0
"996","no","no",1,0
"997","no","no",1,0
"998","yes","no",1,0
"999","no","no",1,0
"1000","no","no",1,0
"1001","no","no",1,0
"1002","no","no",1,0
"1003","no","no",1,0
"1004","no","no",1,0
"1005","no","no",1,0
"1006","no","no",1,0
"1007","no","no",1,0
"1008","no","no",1,0
"1009","no","no",1,0
"1010","no","no",1,0
"1011","no","no",1,0
"1012","no","no",1,0
"1013","no","no",1,0
"1014","no","no",1,0
"1015","no","no",1,0
"1016","no","no",1,0
"1017","no","no",1,0
"1018","no","no",1,0
"1019","no","no",1,0
"1020","no","no",1,0
"1021","no","no",1,0
"1022","no","no",1,0
"1023","no","no",1,0
"1024","yes","no",1,0
"1025","no","no",1,0
"1026","no","no",1,0
"1027","no","no",1,0
"1028","no","no",1,0
"1029","no","no",1,0
"1030","no","no",1,0
"1031","no","no",1,0
"1032","no","no",1,0
"1033","no","no",1,0
"1034","no","no",1,0
"1035","no","no",1,0
"1036","no","no",1,0
"1037","no","no",1,0
"1038","no","no",1,0
"1039","no","no",1,0
"1040","no","no",1,0
"1041","no","no",1,0
"1042","yes","no",1,0
"1043","no","no",1,0
"1044","yes","no",1,0
"1045","no","no",1,0
"1046","no","no",1,0
"1047","no","no",1,0
"1048","no","no",1,0
"1049","no","no",1,0
"1050","no","no",1,0
"1051","no","no",1,0
"1052","no","no",1,0
"1053","no","no",1,0
"1054","no","no",1,0
"1055","no","no",1,0
"1056","no","no",1,0
"1057","no","no",1,0
"1058","no","no",1,0
"1059","no","no",1,0
"1060","no","no",1,0
"1061","no","no",1,0
"1062","yes","no",1,0
"1063","no","no",1,0
"1064","no","no",1,0
"1065","no","no",1,0
"1066","no","no",1,0
"1067","no","no",1,0
"1068","no","no",1,0
"1069","no","no",1,0
"1070","no","no",1,0
"1071","no","no",1,0
"1072","no","no",1,0
"1073","no","no",1,0
"1074","no","no",1,0
"1075","no","no",1,0
"1076","no","no",1,0
"1077","no","no",1,0
"1078","no","no",1,0
"1079","no","no",1,0
"1080","no","no",1,0
"1081","no","no",1,0
"1082","no","no",1,0
"1083","no","no",1,0
"1084","no","no",1,0
"1085","no","no",1,0
"1086","no","no",1,0
"1087","no","no",1,0
"1088","yes","no",1,0
"1089","no","no",1,0
"1090","no","no",1,0
"1091","no","no",1,0
"1092","no","no",1,0
"1093","no","no",1,0
"1094","no","no",1,0
"1095","no","no",1,0
"1096","no","no",1,0
"1097","no","no",1,0
"1098","no","no",1,0
"1099","no","no",1,0
"1100","no","no",1,0
"1101","no","no",1,0
"1102","yes","no",1,0
"1103","no","no",1,0
"1104","no","no",1,0
"1105","no","no",1,0
"1106","no","no",1,0
"1107","no","no",1,0
"1108","no","no",1,0
"1109","no","no",1,0
"1110","no","no",1,0
"1111","no","no",1,0
"1112","no","no",1,0
"1113","no","no",1,0
"1114","no","no",1,0
"1115","no","no",1,0
"1116","no","no",1,0
"1117","no","no",1,0
"1118","no","no",1,0
"1119","no","no",1,0
"1120","no","no",1,0
"1121","no","no",1,0
"1122","no","no",1,0
"1123","no","no",1,0
"1124","no","no",1,0
"1125","no","no",1,0
"1126","no","no",1,0
"1127","no","no",1,0
"1128","no","no",1,0
"1129","no","no",1,0
"1130","no","no",1,0
"1131","no","no",1,0
"1132","no","no",1,0
"1133","no","no",1,0
"1134","no","no",1,0
"1135","no","no",1,0
"1136","no","no",1,0
"1137","no","no",1,0
"1138","no","no",1,0
"1139","no","no",1,0
"1140","no","no",1,0
"1141","no","no",1,0
"1142","no","no",1,0
"1143","no","no",1,0
"1144","no","no",1,0
"1145","no","no",1,0
"1146","no","no",1,0
"1147","no","no",1,0
"1148","no","no",1,0
"1149","yes","no",1,0
"1150","no","no",1,0
"1151","no","no",1,0
"1152","no","no",1,0
"1153","no","no",1,0
"1154","no","no",1,0
"1155","no","no",1,0
"1156","no","no",1,0
"1157","no","no",1,0
"1158","no","no",1,0
"1159","no","no",1,0
"1160","no","no",1,0
"1161","no","no",1,0
"1162","no","no",1,0
"1163","yes","no",1,0
"1164","no","no",1,0
"1165","no","no",1,0
"1166","no","no",1,0
"1167","no","no",1,0
"1168","no","no",1,0
"1169","no","no",1,0
"1170","no","no",1,0
"1171","no","no",1,0
"1172","no","no",1,0
"1173","no","no",1,0
"1174","no","no",1,0
"1175","no","no",1,0
"1176","no","no",1,0
"1177","no","no",1,0
"1178","no","no",1,0
"1179","no","no",1,0
"1180","no","no",1,0
"1181","no","no",1,0
"1182","no","no",1,0
"1183","no","no",1,0
"1184","no","no",1,0
"1185","no","no",1,0
"1186","no","no",1,0
"1187","no","no",1,0
"1188","no","no",1,0
"1189","no","no",1,0
"1190","no","no",1,0
"1191","yes","no",1,0
"1192","no","no",1,0
"1193","no","no",1,0
"1194","no","no",1,0
"1195","no","no",1,0
"1196","no","no",1,0
"1197","no","no",1,0
"1198","no","no",1,0
"1199","no","no",1,0
"1200","no","no",1,0
"1201","no","no",1,0
"1202","no","no",1,0
"1203","no","no",1,0
"1204","no","no",1,0
"1205","no","no",1,0
"1206","no","no",1,0
"1207","no","no",1,0
"1208","no","no",1,0
"1209","no","no",1,0
"1210","no","no",1,0
"1211","no","no",1,0
"1212","no","no",1,0
"1213","no","no",1,0
"1214","no","no",1,0
"1215","yes","no",1,0
"1216","no","no",1,0
"1217","no","no",1,0
"1218","no","no",1,0
"1219","no","no",1,0
"1220","no","no",1,0
"1221","no","no",1,0
"1222","no","no",1,0
"1223","no","no",1,0
"1224","no","no",1,0
"1225","no","no",1,0
"1226","no","no",1,0
"1227","no","no",1,0
"1228","yes","no",1,0
"1229","no","no",1,0
"1230","no","no",1,0
"1231","no","no",1,0
"1232","no","no",1,0
"1233","no","no",1,0
"1234","no","no",1,0
"1235","no","no",1,0
"1236","no","no",1,0
"1237","no","no",1,0
"1238","no","no",1,0
"1239","no","no",1,0
"1240","no","no",1,0
"1241","no","no",1,0
"1242","no","no",1,0
