"","y.act","y.pred","no","yes"
"265","no","no",0.881422101544639,0.118577898455361
"266","no","no",0.832969030172356,0.167030969827645
"267","no","no",0.862905060938325,0.137094939061676
"268","no","no",0.876131470858218,0.123868529141783
"269","no","no",0.828045591009494,0.171954408990506
"270","no","no",0.877693805629492,0.122306194370508
"271","no","no",0.845080599672297,0.154919400327704
"272","no","no",0.821931165363981,0.178068834636019
"273","no","no",0.830666555137185,0.169333444862816
"274","no","no",0.863906543825655,0.136093456174345
"275","no","no",0.843014995186874,0.156985004813126
"276","no","no",0.870923804830812,0.129076195169189
"277","no","no",0.831989158258134,0.168010841741867
"278","no","no",0.850344760203453,0.149655239796547
"279","no","no",0.814700556799263,0.185299443200737
"280","no","no",0.895109426346924,0.104890573653076
"281","no","no",0.833195495919119,0.166804504080882
"282","no","no",0.856146953376284,0.143853046623717
"283","no","no",0.862732360172448,0.137267639827552
"284","no","no",0.845385002113111,0.15461499788689
"285","no","no",0.877570604028701,0.1224293959713
"286","no","no",0.877570604028701,0.1224293959713
"287","no","no",0.807079413971274,0.192920586028727
"288","no","no",0.845491091881462,0.154508908118538
"289","no","no",0.882926850418399,0.117073149581602
"290","no","no",0.813886205906222,0.186113794093779
"291","no","no",0.874832620873126,0.125167379126874
"292","no","no",0.86658718412299,0.133412815877011
"293","no","no",0.869902316981362,0.130097683018639
"294","no","no",0.765504956661438,0.234495043338563
"295","no","no",0.818070277996106,0.181929722003895
"296","no","no",0.866340488382197,0.133659511617803
"297","no","no",0.795925644092519,0.204074355907482
"298","no","no",0.851207913469325,0.148792086530676
"299","no","no",0.800794075782999,0.199205924217001
"300","no","no",0.836456726354342,0.163543273645659
"301","no","no",0.842459643149901,0.157540356850099
"302","no","no",0.859786215506002,0.140213784493999
"303","no","no",0.804680729479152,0.195319270520849
"304","no","no",0.864002361399274,0.135997638600727
"305","no","no",0.910048305682697,0.0899516943173026
"306","no","no",0.871968332037671,0.128031667962329
"307","no","no",0.866119725982272,0.133880274017729
"308","no","no",0.851868754920609,0.148131245079391
"309","no","no",0.83455249573326,0.16544750426674
"310","no","no",0.861049725349825,0.138950274650175
"311","no","no",0.887348461014787,0.112651538985214
"312","no","no",0.867415112483561,0.13258488751644
"313","no","no",0.84200534131851,0.157994658681491
"314","no","no",0.860062556751765,0.139937443248236
"315","no","no",0.814414962585019,0.185585037414982
"316","no","no",0.877570604028701,0.1224293959713
"317","no","no",0.884578261495203,0.115421738504798
"318","no","no",0.885937801186879,0.114062198813121
"319","no","no",0.809233068266139,0.190766931733861
"320","no","no",0.81148956544304,0.188510434556961
"321","no","no",0.883427378623072,0.116572621376928
"322","no","no",0.8426609091524,0.157339090847601
"323","no","no",0.874679950704323,0.125320049295678
"324","no","no",0.819767006201524,0.180232993798477
"325","no","no",0.912762882783595,0.0872371172164051
"326","no","no",0.81651890883224,0.183481091167761
"327","no","no",0.858974336833157,0.141025663166844
"328","no","no",0.866449846523882,0.133550153476118
"329","no","no",0.843022872397801,0.156977127602199
"330","no","no",0.876337335459304,0.123662664540697
"331","no","no",0.859415708503011,0.14058429149699
"332","yes","no",0.87268844009778,0.12731155990222
"333","no","no",0.889034498402365,0.110965501597635
"334","no","no",0.877326928363058,0.122673071636943
"335","no","no",0.804773367174594,0.195226632825407
"336","no","no",0.76507975279204,0.234920247207961
"337","no","no",0.753531395271175,0.246468604728825
"338","no","no",0.865527598057173,0.134472401942828
"339","no","no",0.81148956544304,0.188510434556961
"340","no","no",0.88429563280143,0.115704367198571
"341","no","no",0.869816227629232,0.130183772370768
"342","no","no",0.849693199676416,0.150306800323585
"343","no","no",0.874877839098977,0.125122160901024
"344","no","no",0.885933627932805,0.114066372067196
"345","no","no",0.866517246653052,0.133482753346948
"346","no","no",0.844207152143446,0.155792847856554
"347","no","no",0.830864224432437,0.169135775567563
"348","no","no",0.869917946555221,0.130082053444779
"349","no","no",0.880287735364903,0.119712264635097
"350","no","no",0.919153099490483,0.0808469005095173
"351","no","no",0.822583638147389,0.177416361852611
"352","no","no",0.876733542447481,0.12326645755252
"353","no","no",0.84791838022356,0.15208161977644
"354","no","no",0.817023390543752,0.182976609456248
"355","no","no",0.819328948144438,0.180671051855562
"356","no","no",0.89093708938805,0.10906291061195
"357","no","no",0.872775292965113,0.127224707034887
"358","yes","no",0.817355078684382,0.182644921315619
"359","no","no",0.836516426489072,0.163483573510928
"360","no","no",0.838854426937244,0.161145573062756
"361","no","no",0.897948404096754,0.102051595903246
"362","no","no",0.905504499634007,0.0944955003659933
"363","no","no",0.88698098458572,0.11301901541428
"364","no","no",0.814250002771891,0.185749997228109
"365","no","no",0.878404547694751,0.121595452305249
"366","no","no",0.87918624933145,0.12081375066855
"367","no","no",0.878446516553659,0.121553483446341
"368","no","no",0.884679351485108,0.115320648514892
"369","no","no",0.915132455543038,0.0848675444569626
"370","no","no",0.869557442339032,0.130442557660968
"371","yes","no",0.868860578421256,0.131139421578745
"372","no","no",0.892802745446495,0.107197254553505
"373","no","no",0.876719955788937,0.123280044211064
"374","no","no",0.862432615533482,0.137567384466518
"375","yes","no",0.817429132466125,0.182570867533876
"376","no","no",0.791172280954545,0.208827719045455
"377","no","no",0.883026081445279,0.116973918554722
"378","no","no",0.854129396830467,0.145870603169533
"379","no","no",0.903305721677557,0.0966942783224436
"380","no","no",0.869053517697041,0.130946482302958
"381","no","no",0.807044598014139,0.192955401985862
"382","no","no",0.8303679079516,0.1696320920484
"383","no","no",0.887372213402142,0.112627786597858
"384","no","no",0.872316448737525,0.127683551262476
"385","no","no",0.866381622223037,0.133618377776963
"386","no","no",0.907056272483351,0.0929437275166496
"387","no","no",0.911419848050414,0.0885801519495864
"388","no","no",0.86659144931408,0.133408550685921
"389","no","no",0.785343599216195,0.214656400783805
"390","no","no",0.881531575093706,0.118468424906294
"391","no","no",0.853095132470797,0.146904867529203
"392","no","no",0.877907393740334,0.122092606259666
"393","no","no",0.875273524894512,0.124726475105488
"394","no","no",0.809853311321473,0.190146688678527
"395","no","no",0.874364038575631,0.125635961424369
"396","no","no",0.861547701572358,0.138452298427642
"397","no","no",0.879097192731084,0.120902807268916
"398","no","no",0.881972732208392,0.118027267791608
"399","no","no",0.885843517100493,0.114156482899507
"400","no","no",0.864722027350316,0.135277972649683
"401","no","no",0.862202012700511,0.137797987299489
"402","no","no",0.883640610788723,0.116359389211277
"403","no","no",0.873435886721791,0.126564113278209
"404","no","no",0.917707677834625,0.0822923221653753
"405","no","no",0.871389893924409,0.128610106075591
"406","no","no",0.8112398170594,0.1887601829406
"407","no","no",0.888661815897432,0.111338184102568
"408","no","no",0.876383202211044,0.123616797788957
"409","yes","no",0.860618671658289,0.139381328341712
"410","no","no",0.906089089956562,0.0939109100434388
"411","no","no",0.864182372708282,0.135817627291719
"412","no","no",0.880934283857325,0.119065716142674
"413","no","no",0.916784084002319,0.0832159159976818
"414","no","no",0.871845640009777,0.128154359990222
"415","no","no",0.880949112319663,0.119050887680338
"416","no","no",0.790740111384098,0.209259888615902
"417","no","no",0.823255910858107,0.176744089141893
"418","no","no",0.796742057645167,0.203257942354833
"419","no","no",0.854444122157443,0.145555877842558
"420","no","no",0.881035608482555,0.118964391517445
"421","no","no",0.894035971465173,0.105964028534828
"422","no","no",0.868963837394428,0.131036162605572
"423","no","no",0.873943625296474,0.126056374703527
"424","no","no",0.86585252500424,0.13414747499576
"425","no","no",0.878924407283656,0.121075592716344
"426","no","no",0.797930570484604,0.202069429515396
"427","no","no",0.867899347316732,0.132100652683268
"428","no","no",0.777638103474877,0.222361896525123
"429","no","no",0.888474908248726,0.111525091751275
"430","no","no",0.805973649167619,0.194026350832382
"431","no","no",0.89093708938805,0.10906291061195
"432","no","no",0.896540885518821,0.10345911448118
"433","no","no",0.904315930464444,0.0956840695355562
"434","no","no",0.854271276099786,0.145728723900215
"435","no","no",0.840014702018763,0.159985297981238
"436","no","no",0.886976152432194,0.113023847567807
"437","no","no",0.867198366585173,0.132801633414827
"438","no","no",0.908150247132661,0.0918497528673398
"439","no","no",0.894235771729584,0.105764228270416
"440","no","no",0.904315930464444,0.0956840695355562
"441","yes","no",0.758958720275108,0.241041279724892
"442","no","no",0.877073431790641,0.122926568209359
"443","no","no",0.874474395527049,0.12552560447295
"444","no","no",0.81756164003181,0.18243835996819
"445","no","no",0.876969767107087,0.123030232892913
"446","no","no",0.858448357147977,0.141551642852023
"447","no","no",0.909631437859391,0.0903685621406096
"448","no","no",0.792197567142354,0.207802432857646
"449","no","no",0.889527074730321,0.110472925269679
"450","no","no",0.839307170400695,0.160692829599305
"451","no","no",0.820632131011837,0.179367868988163
"452","no","no",0.888012964254868,0.111987035745132
"453","no","no",0.82188002718267,0.17811997281733
"454","no","no",0.88125688453751,0.118743115462491
"455","no","no",0.805323250325896,0.194676749674104
"456","no","no",0.82580263901224,0.17419736098776
"457","no","no",0.870891546522996,0.129108453477004
"458","no","no",0.878448882193168,0.121551117806833
"459","no","no",0.905504499634007,0.0944955003659933
"460","no","no",0.869474328107103,0.130525671892897
"461","no","no",0.883640610788723,0.116359389211277
"462","no","no",0.884537198282019,0.115462801717982
"463","no","no",0.84446025904302,0.15553974095698
"464","no","no",0.834737794972479,0.165262205027522
"465","no","no",0.871275239268073,0.128724760731927
"466","no","no",0.819929298536997,0.180070701463003
"467","no","no",0.816265740194266,0.183734259805734
"468","no","no",0.805064510960647,0.194935489039353
"469","no","no",0.752194910852651,0.24780508914735
"470","no","no",0.829905620811536,0.170094379188464
"471","no","no",0.858743094885296,0.141256905114703
"472","no","no",0.810417792782215,0.189582207217785
"473","no","no",0.815638212333749,0.18436178766625
"474","no","no",0.827575490166608,0.172424509833392
"475","no","no",0.835579748559795,0.164420251440205
"476","no","no",0.879552891170748,0.120447108829252
"477","yes","no",0.852160405962085,0.147839594037915
"478","no","no",0.845356788126178,0.154643211873822
"479","no","no",0.820465834612299,0.179534165387701
"480","no","no",0.84722682780207,0.152773172197929
"481","no","no",0.83927823087037,0.16072176912963
"482","no","no",0.893646801110058,0.106353198889942
"483","no","no",0.808339590020078,0.191660409979922
"484","no","no",0.84299120167004,0.15700879832996
"485","no","no",0.845903699699466,0.154096300300534
"486","no","no",0.817105894736152,0.182894105263847
"487","no","no",0.824378512203507,0.175621487796492
"488","no","no",0.863023558865184,0.136976441134816
"489","no","no",0.818231173893155,0.181768826106844
"490","no","no",0.789050085742677,0.210949914257324
"491","no","no",0.833088876998884,0.166911123001115
"492","no","no",0.807035972116798,0.192964027883202
"493","no","no",0.785888237161549,0.214111762838451
"494","no","no",0.8303513853038,0.169648614696199
"495","yes","no",0.789985252107002,0.210014747892999
"496","no","no",0.858852571479879,0.141147428520121
"497","no","no",0.800764109832814,0.199235890167186
"498","no","no",0.802324033644477,0.197675966355524
"499","no","no",0.850526542993364,0.149473457006637
"500","no","no",0.861901056330694,0.138098943669306
"501","no","no",0.739335521671527,0.260664478328473
"502","no","no",0.83320282353951,0.166797176460491
"503","no","no",0.783346154009335,0.216653845990665
"504","no","no",0.731057390560533,0.268942609439467
"505","no","no",0.769551815606206,0.230448184393794
"506","no","no",0.879552891170748,0.120447108829252
"507","no","no",0.847961823589508,0.152038176410492
"508","no","no",0.80459307102399,0.19540692897601
"509","no","no",0.853556881863985,0.146443118136014
"510","no","no",0.811644965527916,0.188355034472084
"511","no","no",0.823247088193752,0.176752911806247
"512","no","no",0.851458285626701,0.148541714373299
"513","no","no",0.805427456844254,0.194572543155745
"514","no","no",0.753192079996074,0.246807920003925
"515","no","no",0.873406512898882,0.126593487101118
"516","no","no",0.798274122512538,0.201725877487462
"517","yes","no",0.834428646903438,0.165571353096561
"518","no","no",0.86285158391737,0.13714841608263
"519","no","no",0.843273943138754,0.156726056861246
"520","no","no",0.831110600944377,0.168889399055623
"521","no","no",0.806534548573749,0.193465451426251
"522","no","no",0.865801432841463,0.134198567158537
"523","no","no",0.862935690803331,0.137064309196669
"524","no","no",0.813178061696823,0.186821938303177
"525","no","no",0.771138751649808,0.228861248350192
"526","no","no",0.827853911018794,0.172146088981207
"527","no","no",0.807900817086329,0.192099182913672
"528","no","no",0.828397475830565,0.171602524169435
"529","no","no",0.784972924191806,0.215027075808194
"530","no","no",0.864423213033734,0.135576786966266
"531","no","no",0.884646891172954,0.115353108827046
"532","no","no",0.807035972116798,0.192964027883202
"533","no","no",0.863793938334233,0.136206061665767
"534","no","no",0.863749356101993,0.136250643898008
"535","no","no",0.851314783985629,0.148685216014371
"536","no","no",0.809973709372105,0.190026290627895
"537","no","no",0.82659458913166,0.17340541086834
"538","no","no",0.804063498521368,0.195936501478632
"539","no","no",0.842755862139287,0.157244137860712
"540","no","no",0.846378319171348,0.153621680828652
"541","no","no",0.829223974544613,0.170776025455386
"542","no","no",0.856945011356472,0.143054988643527
"543","no","no",0.800257774272224,0.199742225727775
"544","no","no",0.811978925064708,0.188021074935292
"545","no","no",0.757743169447497,0.242256830552502
"546","no","no",0.846841006108727,0.153158993891273
"547","no","no",0.862540228279865,0.137459771720134
"548","no","no",0.812782537078186,0.187217462921814
"549","no","no",0.707976364607366,0.292023635392634
"550","no","no",0.832631623560045,0.167368376439955
"551","no","no",0.855238596171081,0.144761403828919
"552","no","no",0.879796355607361,0.120203644392639
"553","no","no",0.8004410570874,0.1995589429126
"554","no","no",0.863837125783746,0.136162874216254
"555","no","no",0.84510116417795,0.15489883582205
"556","no","no",0.83044897977652,0.16955102022348
"557","no","no",0.801102651495281,0.198897348504719
"558","no","no",0.849967288575535,0.150032711424465
"559","no","no",0.845298179058064,0.154701820941935
"560","no","no",0.789179589347453,0.210820410652547
"561","no","no",0.800764109832814,0.199235890167186
"562","no","no",0.833528109852264,0.166471890147736
"563","no","no",0.849847235727013,0.150152764272987
"564","no","no",0.857892538071384,0.142107461928615
"565","no","no",0.818231173893155,0.181768826106844
"566","no","no",0.819940558463057,0.180059441536943
"567","no","no",0.832826261580569,0.167173738419431
"568","no","no",0.858371014395191,0.141628985604808
"569","no","no",0.816796379007861,0.183203620992138
"570","no","no",0.854006642628991,0.145993357371009
"571","no","no",0.835858107220797,0.164141892779203
"572","no","no",0.871206606762578,0.128793393237422
"573","no","no",0.793980605118798,0.206019394881202
"574","no","no",0.855078397476081,0.14492160252392
"575","no","no",0.865153014713608,0.134846985286392
"576","no","no",0.831491464700805,0.168508535299195
"577","no","no",0.877112203381253,0.122887796618748
"578","no","no",0.856629112404314,0.143370887595687
"579","no","no",0.84891213079247,0.151087869207531
"580","no","no",0.729317879262986,0.270682120737014
"581","no","no",0.881795404505205,0.118204595494794
"582","no","no",0.812162226838696,0.187837773161304
"583","no","no",0.836072703377986,0.163927296622014
"584","no","no",0.86224077314477,0.137759226855231
"585","no","no",0.895820030473471,0.104179969526528
"586","no","no",0.789279994316176,0.210720005683824
"587","no","no",0.883335169766527,0.116664830233473
"588","no","no",0.835691214639057,0.164308785360943
"589","no","no",0.811495443467284,0.188504556532716
"590","no","no",0.849782688208021,0.15021731179198
"591","no","no",0.729317879262986,0.270682120737014
"592","no","no",0.883213675734937,0.116786324265063
"593","no","no",0.774310820196395,0.225689179803605
"594","no","no",0.868726640076142,0.131273359923858
"595","no","no",0.790947296274137,0.209052703725863
"596","no","no",0.852989055034956,0.147010944965044
"597","no","no",0.905800443916702,0.0941995560832984
"598","no","no",0.850725606728351,0.149274393271649
"599","no","no",0.896540118618027,0.103459881381973
"600","no","no",0.866632792685761,0.133367207314239
"601","no","no",0.868575352749803,0.131424647250198
"602","yes","no",0.851891337212996,0.148108662787004
"603","no","no",0.869755978694699,0.130244021305301
"604","no","no",0.881172514836694,0.118827485163307
"605","no","no",0.867253284084499,0.132746715915501
